,Provider,Fraud_Probability,Top1_Feature,Top1_SHAP,Top2_Feature,Top2_SHAP,Top3_Feature,Top3_SHAP,Fraud_Probability_Percent,Top1_ActualValue,Top2_ActualValue,Top3_ActualValue
2820,PRV53938,0.98129874,Provider_Insurance_Claim_Reimbursement_Amt,2.1995223,HospitalDuration_max,0.53812116,ChronicCond_ObstrPulmonary_mean,-0.25631803,98.129875,653670.0,28.0,0.5135135135135135
2821,PRV55710,0.0807282,Provider_Insurance_Claim_Reimbursement_Amt,-0.9856215,prv_avg_claims_indicator,-0.43542996,DeductibleAmtPaid_sum,0.25537154,8.072821,48680.0,1.0810810810810811,6648.0
2822,PRV55024,0.030920044,Provider_Insurance_Claim_Reimbursement_Amt,-1.5549917,HospitalDuration_max,-1.1103,prv_avg_claims_indicator,-0.88727546,3.0920043,32980.0,4.0,1.022222222222222
2823,PRV51533,0.19887787,prv_avg_claims_indicator,-0.87536854,HospitalDuration_max,0.7105435,ChronicCond_KidneyDisease_mean,-0.5464437,19.887787,1.0,33.0,0.3055555555555556
2824,PRV54657,0.14419329,prv_avg_claims_indicator,-1.2516578,Provider_Insurance_Claim_Reimbursement_Amt,1.228544,HospitalDuration_max,-1.1483903,14.419329,1.0,292220.0,10.0
2825,PRV52291,0.026856367,HospitalDuration_max,-1.0656949,prv_avg_claims_indicator,-0.832431,ClaimDuration_max,-0.71951866,2.6856368,13.0,1.0588235294117647,13.0
2826,PRV53230,0.009712424,Provider_Insurance_Claim_Reimbursement_Amt,-1.8568313,DeductibleAmtPaid_sum,-0.6224836,Avg_InscClaimAmtReimbursed_Per_Provider,-0.42097354,0.9712424,16260.0,400.0,1945.357142857143
2827,PRV51396,0.007769927,Provider_Insurance_Claim_Reimbursement_Amt,-1.7166834,HospitalDuration_max,-0.8312683,prv_avg_claims_indicator,-0.7369258,0.7769927,17520.0,7.0,1.0232558139534884
2828,PRV53281,0.1824499,HospitalDuration_max,-0.960486,ClaimDuration_max,-0.6198491,HospitalDuration_std,-0.57779217,18.244991,7.0,7.0,1.9904534061124768
2829,PRV53622,0.005785694,Provider_Insurance_Claim_Reimbursement_Amt,-2.2602735,DeductibleAmtPaid_sum,-0.60128295,prv_avg_claims_indicator,-0.5954545,0.5785694,460.0,0.0,1.0
2830,PRV56987,0.0040289923,Provider_Insurance_Claim_Reimbursement_Amt,-2.4171426,prv_avg_claims_indicator,-0.65310675,DeductibleAmtPaid_sum,-0.6405517,0.40289924,1210.0,1.0,0.0
2831,PRV56653,0.010816504,Provider_Insurance_Claim_Reimbursement_Amt,-1.9349225,Avg_InscClaimAmtReimbursed_Per_Provider,-0.58129245,DeductibleAmtPaid_sum,-0.4673922,1.0816504,21060.0,4554.305555555556,100.0
2832,PRV56054,0.054432493,Provider_Insurance_Claim_Reimbursement_Amt,-1.8509561,DeductibleAmtPaid_sum,-0.68829256,IPAnnualDeductibleAmt_mean,0.3733718,5.443249,18830.0,300.0,213.6
2833,PRV54637,0.3061697,Provider_Insurance_Claim_Reimbursement_Amt,0.99742395,prv_avg_claims_indicator,-0.43589,ChronicCond_Alzheimer_mean,-0.3571775,30.616968,226000.0,1.0833333333333333,0.6153846153846154
2834,PRV56176,0.03230772,Provider_Insurance_Claim_Reimbursement_Amt,-2.2638311,Avg_InscClaimAmtReimbursed_Per_Provider,-0.5624523,DeductibleAmtPaid_sum,-0.4784439,3.2307723,7960.0,2605.714285714286,250.0
2835,PRV55225,0.949244,Provider_Insurance_Claim_Reimbursement_Amt,0.8808358,HospitalDuration_max,0.86490655,HospitalDuration_std,0.41025653,94.9244,199390.0,27.0,8.685876147196922
2836,PRV55341,0.0032207617,Provider_Insurance_Claim_Reimbursement_Amt,-1.9498878,DeductibleAmtPaid_sum,-0.5454764,prv_avg_claims_indicator,-0.49504012,0.32207617,1240.0,0.0,1.0
2837,PRV53268,0.38380894,HospitalDuration_max,0.90002006,Provider_Insurance_Claim_Reimbursement_Amt,-0.75492024,HospitalDuration_std,0.43625277,38.380894,23.0,88230.0,8.035634920242991
2838,PRV57443,0.0024724572,Provider_Insurance_Claim_Reimbursement_Amt,-1.5930709,DeductibleAmtPaid_sum,-0.7664701,ChronicCond_Heartfailure_mean,-0.6097793,0.24724573,33790.0,120.0,0.5
2839,PRV53801,0.0054147085,Provider_Insurance_Claim_Reimbursement_Amt,-1.4878896,DeductibleAmtPaid_sum,-0.6636085,prv_avg_claims_indicator,-0.47410548,0.5414708,26260.0,140.0,1.0172413793103448
2840,PRV57188,0.021634117,Provider_Insurance_Claim_Reimbursement_Amt,-1.1900324,HospitalDuration_max,-0.8814045,HospitalDuration_std,-0.59719455,2.1634116,47780.0,4.0,0.4472135954999571
2841,PRV55093,0.004190573,Provider_Insurance_Claim_Reimbursement_Amt,-2.3614697,DeductibleAmtPaid_sum,-0.5727013,HospitalDuration_max,-0.38133717,0.4190573,3380.0,160.0,
2842,PRV57329,0.0012017277,Provider_Insurance_Claim_Reimbursement_Amt,-1.8692554,prv_avg_claims_indicator,-0.5904926,Avg_InscClaimAmtReimbursed_Per_Provider,-0.51444507,0.12017277,11470.0,1.0285714285714285,4243.333333333333
2843,PRV55329,0.0025752687,Provider_Insurance_Claim_Reimbursement_Amt,-2.408346,prv_avg_claims_indicator,-0.61844236,ChronicCond_Heartfailure_mean,-0.5596109,0.25752687,360.0,1.0,0.5
2844,PRV56963,0.0036195351,Provider_Insurance_Claim_Reimbursement_Amt,-2.3933315,prv_avg_claims_indicator,-0.6781736,DeductibleAmtPaid_sum,-0.55821157,0.36195353,1440.0,1.0,0.0
2845,PRV56682,0.006764898,Provider_Insurance_Claim_Reimbursement_Amt,-1.870301,prv_avg_claims_indicator,-0.98986447,HospitalDuration_max,-0.9217802,0.67648983,16410.0,1.0,9.0
2846,PRV53654,0.0048575536,Provider_Insurance_Claim_Reimbursement_Amt,-1.769549,DeductibleAmtPaid_sum,-0.6078351,Avg_InscClaimAmtReimbursed_Per_Provider,-0.38589647,0.48575535,12040.0,100.0,1641.025641025641
2847,PRV51239,0.00036131454,Provider_Insurance_Claim_Reimbursement_Amt,-1.8904576,HospitalDuration_max,-0.6126245,prv_avg_claims_indicator,-0.5991424,0.036131453,5000.0,3.0,1.0
2848,PRV56839,0.0016028183,Provider_Insurance_Claim_Reimbursement_Amt,-1.6271787,HospitalDuration_max,-0.872762,prv_avg_claims_indicator,-0.8527486,0.16028182,17870.0,4.0,1.0
2849,PRV54582,0.010638383,Provider_Insurance_Claim_Reimbursement_Amt,-1.751346,DeductibleAmtPaid_sum,-0.747216,HospitalDuration_max,-0.34955665,1.0638384,18960.0,300.0,
2850,PRV55726,0.0032871435,Provider_Insurance_Claim_Reimbursement_Amt,-1.9758176,DeductibleAmtPaid_sum,-0.77675635,ChronicCond_Heartfailure_mean,-0.70092994,0.32871434,9690.0,280.0,0.2222222222222222
2851,PRV51818,0.7734386,Provider_Insurance_Claim_Reimbursement_Amt,1.3211519,ChronicCond_Heartfailure_mean,-0.65406495,prv_avg_claims_indicator,-0.3406993,77.34386,267000.0,0.4827586206896552,1.0740740740740742
2852,PRV56536,0.001276857,Provider_Insurance_Claim_Reimbursement_Amt,-1.8259299,DeductibleAmtPaid_sum,-0.5985827,Avg_InscClaimAmtReimbursed_Per_Provider,-0.5454557,0.1276857,17500.0,90.0,2768.6153846153848
2853,PRV56156,0.14712174,Provider_Insurance_Claim_Reimbursement_Amt,-1.2575154,HospitalDuration_max,-0.5549587,Avg_InscClaimAmtReimbursed_Per_Provider,-0.49804544,14.712174,46620.0,13.0,2583.768115942029
2854,PRV56186,0.002440781,Provider_Insurance_Claim_Reimbursement_Amt,-2.219933,DeductibleAmtPaid_sum,-0.5957074,Avg_InscClaimAmtReimbursed_Per_Provider,-0.42738402,0.24407811,2660.0,0.0,2911.6666666666665
2855,PRV53585,0.0006130616,Provider_Insurance_Claim_Reimbursement_Amt,-2.160277,prv_avg_claims_indicator,-0.76022565,ChronicCond_Heartfailure_mean,-0.5371481,0.06130616,500.0,1.0,0.25
2856,PRV54276,0.5947321,HospitalDuration_max,-0.74437237,prv_avg_claims_indicator,0.72688633,Provider_Insurance_Claim_Reimbursement_Amt,0.38966706,59.47321,14.0,2.2,100810.0
2857,PRV54274,0.006902762,Provider_Insurance_Claim_Reimbursement_Amt,-2.1785822,prv_avg_claims_indicator,0.6186188,DeductibleAmtPaid_sum,-0.55690634,0.6902762,16740.0,2.764705882352941,40.0
2858,PRV56322,0.018701863,Provider_Insurance_Claim_Reimbursement_Amt,-1.9211501,DeductibleAmtPaid_sum,-0.61891854,ClaimDuration_mean,0.50536263,1.8701862,6800.0,220.0,0.0
2859,PRV53288,0.05837516,Provider_Insurance_Claim_Reimbursement_Amt,-2.0536275,ClaimDuration_mean,0.62360907,DeductibleAmtPaid_sum,-0.4675594,5.8375163,12340.0,0.9534883720930232,0.0
2860,PRV51134,0.008549576,Provider_Insurance_Claim_Reimbursement_Amt,-2.253683,DeductibleAmtPaid_sum,-0.66328573,IPAnnualDeductibleAmt_mean,0.32195792,0.8549576,7610.0,80.0,284.8
2861,PRV56529,0.007966749,Provider_Insurance_Claim_Reimbursement_Amt,-2.1398985,ChronicCond_Heartfailure_mean,-0.783026,DeductibleAmtPaid_sum,-0.51369685,0.79667497,4970.0,0.4117647058823529,110.0
2862,PRV52768,0.007518412,Provider_Insurance_Claim_Reimbursement_Amt,-2.070436,prv_avg_claims_indicator,-0.6621627,DeductibleAmtPaid_sum,-0.47425547,0.7518412,7310.0,1.0,90.0
2863,PRV57002,0.023947999,Provider_Insurance_Claim_Reimbursement_Amt,-1.7499497,DeductibleAmtPaid_sum,-0.62221444,prv_avg_claims_indicator,-0.44313234,2.3948,10450.0,140.0,1.020408163265306
2864,PRV55970,0.053189743,HospitalDuration_max,-1.0488523,Provider_Insurance_Claim_Reimbursement_Amt,0.9700306,prv_avg_claims_indicator,-0.74598855,5.3189745,16.0,221400.0,1.0526315789473684
2865,PRV52390,0.004607514,Provider_Insurance_Claim_Reimbursement_Amt,-2.3268654,DeductibleAmtPaid_sum,-0.6664962,HospitalDuration_max,-0.4390624,0.4607514,6400.0,130.0,
2866,PRV51765,0.0042650234,Provider_Insurance_Claim_Reimbursement_Amt,-1.8490212,prv_avg_claims_indicator,-0.8585045,DeductibleAmtPaid_sum,-0.53024197,0.42650235,2870.0,1.0,0.0
2867,PRV54024,0.00597874,Provider_Insurance_Claim_Reimbursement_Amt,-1.9145219,DeductibleAmtPaid_sum,-0.7105638,DeductibleAmtPaid_mean,-0.3037083,0.597874,17870.0,40.0,1.0526315789473684
2868,PRV53510,0.015707962,Provider_Insurance_Claim_Reimbursement_Amt,-2.033451,HospitalDuration_max,0.7575518,ChronicCond_KidneyDisease_mean,-0.46821254,1.5707963,13880.0,22.0,0.3125
2869,PRV53985,0.958207,Provider_Insurance_Claim_Reimbursement_Amt,0.7603601,prv_avg_claims_indicator,0.6472703,HospitalDuration_max,0.64140254,95.8207,163330.0,3.177419354838709,26.0
2870,PRV52717,0.54748625,Provider_Insurance_Claim_Reimbursement_Amt,0.9177726,HospitalDuration_max,0.5380256,ChronicCond_KidneyDisease_mean,-0.5077706,54.748623,211130.0,24.0,0.3255813953488372
2871,PRV55268,0.00410168,Provider_Insurance_Claim_Reimbursement_Amt,-2.0731444,DeductibleAmtPaid_sum,-0.7296289,perc_allocated_used,-0.47572756,0.41016802,13310.0,0.0,0.9969435529807305
2872,PRV52459,0.90083945,Provider_Insurance_Claim_Reimbursement_Amt,1.341168,HospitalDuration_max,0.64250225,HospitalDuration_sum,-0.5788119,90.08395,505900.0,35.0,264.0
2873,PRV54603,0.03440558,Provider_Insurance_Claim_Reimbursement_Amt,-1.9670703,DeductibleAmtPaid_sum,-0.58066654,Avg_InscClaimAmtReimbursed_Per_Provider,-0.45605743,3.4405582,16180.0,280.0,4016.1403508771928
2874,PRV53008,0.97342354,Provider_Insurance_Claim_Reimbursement_Amt,1.497312,HospitalDuration_max,0.6849449,prv_avg_claims_indicator,-0.30602297,97.342354,353600.0,31.0,1.0833333333333333
2875,PRV55351,0.0026617923,Provider_Insurance_Claim_Reimbursement_Amt,-2.477668,perc_allocated_used,-0.5183824,ChronicCond_Cancer_mean,-0.5157767,0.26617923,1650.0,1.0,0.3
2876,PRV55480,0.0044679833,Provider_Insurance_Claim_Reimbursement_Amt,-1.9368308,DeductibleAmtPaid_sum,-0.6637866,prv_avg_claims_indicator,-0.65875924,0.44679832,14640.0,140.0,1.0
2877,PRV51529,0.0076140943,Provider_Insurance_Claim_Reimbursement_Amt,-2.3791473,prv_avg_claims_indicator,-0.6464419,DeductibleAmtPaid_sum,-0.5279096,0.7614094,5800.0,1.0,80.0
2878,PRV51947,0.010320499,Provider_Insurance_Claim_Reimbursement_Amt,-1.6965934,HospitalDuration_max,-0.6432095,ChronicCond_Cancer_mean,-0.3521821,1.0320499,24090.0,14.0,0.2857142857142857
2879,PRV57479,0.003874274,Provider_Insurance_Claim_Reimbursement_Amt,-2.3226836,Avg_InscClaimAmtReimbursed_Per_Provider,-0.5033188,DeductibleAmtPaid_sum,-0.48828605,0.3874274,7220.0,3904.7368421052633,0.0
2880,PRV54194,0.0009328426,Provider_Insurance_Claim_Reimbursement_Amt,-2.0581224,prv_avg_claims_indicator,-0.58063394,DeductibleAmtPaid_mean,-0.41176984,0.093284264,3630.0,1.0,0.0
2881,PRV55589,0.0025566237,Provider_Insurance_Claim_Reimbursement_Amt,-2.2472928,DeductibleAmtPaid_sum,-0.52418965,Avg_InscClaimAmtReimbursed_Per_Provider,-0.51043177,0.25566235,2240.0,40.0,2905.5
2882,PRV52742,0.0014282077,Provider_Insurance_Claim_Reimbursement_Amt,-2.3052514,Avg_InscClaimAmtReimbursed_Per_Provider,-0.50178844,DeductibleAmtPaid_sum,-0.4816937,0.14282078,1270.0,786.6666666666666,0.0
2883,PRV53855,0.6969881,HospitalDuration_max,-0.7213446,ClaimDuration_max,-0.59780985,Provider_Insurance_Claim_Reimbursement_Amt,0.5179387,69.69881,13.0,13.0,141000.0
2884,PRV56306,0.006569192,Provider_Insurance_Claim_Reimbursement_Amt,-2.3543963,DeductibleAmtPaid_sum,-0.57763535,ChronicCond_Heartfailure_mean,-0.5444155,0.6569192,1400.0,80.0,0.2857142857142857
2885,PRV55408,0.005610592,Provider_Insurance_Claim_Reimbursement_Amt,-2.4098372,ChronicCond_KidneyDisease_mean,-0.57389736,DeductibleAmtPaid_sum,-0.51952803,0.56105924,5160.0,0.25,100.0
2886,PRV57334,0.5603085,Provider_Insurance_Claim_Reimbursement_Amt,0.97771376,HospitalDuration_sum,-0.6695092,HospitalDuration_max,0.4965449,56.030853,450080.0,292.0,32.0
2887,PRV56121,0.26225895,Provider_Insurance_Claim_Reimbursement_Amt,0.9746249,prv_avg_claims_indicator,-0.85023934,HospitalDuration_max,0.63494307,26.225895,229000.0,1.0,32.0
2888,PRV55413,0.0027003582,Provider_Insurance_Claim_Reimbursement_Amt,-2.4384089,prv_avg_claims_indicator,-0.80119044,DeductibleAmtPaid_sum,-0.44748244,0.2700358,2200.0,1.0,0.0
2889,PRV54735,0.018296257,prv_avg_claims_indicator,-1.1151338,HospitalDuration_max,-0.9204872,Provider_Insurance_Claim_Reimbursement_Amt,-0.8881324,1.8296256,1.0,16.0,59710.0
2890,PRV53844,0.003404089,Provider_Insurance_Claim_Reimbursement_Amt,-2.1858733,DeductibleAmtPaid_sum,-0.6394638,Avg_InscClaimAmtReimbursed_Per_Provider,-0.5074986,0.3404089,7910.0,30.0,2634.7169811320755
2891,PRV54266,0.33990166,Provider_Insurance_Claim_Reimbursement_Amt,1.1325526,HospitalDuration_max,-1.048018,prv_avg_claims_indicator,-0.43589044,33.990166,339180.0,11.0,1.1016949152542372
2892,PRV55316,0.013330716,Provider_Insurance_Claim_Reimbursement_Amt,-1.7824174,ChronicCond_Heartfailure_mean,-0.619962,DeductibleAmtPaid_sum,-0.5986198,1.3330716,15490.0,0.4769230769230769,190.0
2893,PRV55296,0.002127628,Provider_Insurance_Claim_Reimbursement_Amt,-1.9831686,DeductibleAmtPaid_sum,-0.6264558,Avg_InscClaimAmtReimbursed_Per_Provider,-0.472927,0.2127628,12750.0,0.0,4721.403508771929
2894,PRV57514,0.0022011697,Provider_Insurance_Claim_Reimbursement_Amt,-2.0394237,DeductibleAmtPaid_sum,-0.57052135,Avg_InscClaimAmtReimbursed_Per_Provider,-0.5591067,0.22011697,15030.0,0.0,4308.431372549019
2895,PRV56773,0.05317027,Provider_Insurance_Claim_Reimbursement_Amt,-0.87835836,HospitalDuration_max,-0.65135455,HospitalDuration_std,-0.42221686,5.317027,64730.0,13.0,3.903600291794133
2896,PRV51118,0.0950116,prv_avg_claims_indicator,-1.1038718,HospitalDuration_max,-1.0761185,ClaimDuration_max,-0.6941883,9.50116,1.0,13.0,13.0
2897,PRV54131,0.0035410058,Provider_Insurance_Claim_Reimbursement_Amt,-2.2542453,DeductibleAmtPaid_sum,-0.5689872,ChronicCond_Heartfailure_mean,-0.48720896,0.35410058,4010.0,10.0,0.3333333333333333
2898,PRV57118,0.0011966098,Provider_Insurance_Claim_Reimbursement_Amt,-2.194779,ChronicCond_Heartfailure_mean,-0.6932073,DeductibleAmtPaid_sum,-0.56159735,0.11966098,2480.0,0.3846153846153846,50.0
2899,PRV54947,0.004437406,Provider_Insurance_Claim_Reimbursement_Amt,-2.1175125,ChronicCond_Heartfailure_mean,-0.48560676,DeductibleAmtPaid_sum,-0.48191437,0.4437406,7630.0,0.5,50.0
2900,PRV53916,0.03587692,Provider_Insurance_Claim_Reimbursement_Amt,-1.3305109,DeductibleAmtPaid_sum,-0.46783668,Avg_InscClaimAmtReimbursed_Per_Provider,-0.4166661,3.5876918,43180.0,1120.0,3987.9166666666665
2901,PRV53437,0.008535896,Provider_Insurance_Claim_Reimbursement_Amt,-1.870791,prv_avg_claims_indicator,-0.85013413,HospitalDuration_max,-0.6961121,0.85358965,7740.0,1.0,2.0
2902,PRV56374,0.0031264652,Provider_Insurance_Claim_Reimbursement_Amt,-2.3648124,DeductibleAmtPaid_sum,-0.8458515,prv_avg_claims_indicator,0.42864913,0.31264654,7570.0,390.0,2.272727272727273
2903,PRV57592,0.024852388,Provider_Insurance_Claim_Reimbursement_Amt,-1.8326423,DeductibleAmtPaid_sum,-0.5232286,Avg_InscClaimAmtReimbursed_Per_Provider,-0.4376589,2.4852388,16880.0,310.0,4885.189873417721
2904,PRV57651,0.0031657836,Provider_Insurance_Claim_Reimbursement_Amt,-2.364413,ChronicCond_Heartfailure_mean,-0.68107593,DeductibleAmtPaid_sum,-0.59731674,0.31657836,3180.0,0.5,80.0
2905,PRV56116,0.0044267178,Provider_Insurance_Claim_Reimbursement_Amt,-1.8989666,prv_avg_claims_indicator,-0.5879852,DeductibleAmtPaid_sum,-0.49700108,0.44267178,9790.0,1.0294117647058822,70.0
2906,PRV56956,0.0011075204,Provider_Insurance_Claim_Reimbursement_Amt,-2.193916,prv_avg_claims_indicator,-0.58761746,DeductibleAmtPaid_sum,-0.5827864,0.110752046,2810.0,1.0,0.0
2907,PRV56378,0.0011811295,Provider_Insurance_Claim_Reimbursement_Amt,-2.3402681,Avg_InscClaimAmtReimbursed_Per_Provider,-0.5711703,DeductibleAmtPaid_sum,-0.5145688,0.11811295,4480.0,1048.0645161290322,0.0
2908,PRV57536,0.025249068,Provider_Insurance_Claim_Reimbursement_Amt,-1.7212187,DeductibleAmtPaid_sum,-0.5617496,Avg_InscClaimAmtReimbursed_Per_Provider,-0.52357125,2.5249069,18560.0,60.0,4696.455696202532
2909,PRV53632,0.0050677964,Provider_Insurance_Claim_Reimbursement_Amt,-1.7207081,HospitalDuration_std,-0.62577295,HospitalDuration_max,-0.6123437,0.5067797,14380.0,1.4142135623730951,4.0
2910,PRV57751,0.008074646,Provider_Insurance_Claim_Reimbursement_Amt,-2.2467353,prv_avg_claims_indicator,-0.75870806,DeductibleAmtPaid_sum,-0.51074994,0.8074646,230.0,1.0,100.0
2911,PRV57010,0.006291941,Provider_Insurance_Claim_Reimbursement_Amt,-1.725053,DeductibleAmtPaid_sum,-0.5485137,prv_avg_claims_indicator,-0.42947698,0.6291941,24130.0,280.0,1.0178571428571428
2912,PRV52554,0.0007806498,Provider_Insurance_Claim_Reimbursement_Amt,-2.1083941,prv_avg_claims_indicator,-0.6012413,Avg_InscClaimAmtReimbursed_Per_Provider,-0.52282375,0.07806498,1970.0,1.0,2870.0
2913,PRV51467,0.047008425,prv_avg_claims_indicator,-0.746068,Provider_Insurance_Claim_Reimbursement_Amt,-0.67179817,HospitalDuration_max,0.47727403,4.7008424,1.0,74260.0,19.0
2914,PRV56129,0.16689505,Provider_Insurance_Claim_Reimbursement_Amt,1.1757305,HospitalDuration_max,-0.8857872,ClaimDuration_max,-0.55477166,16.689505,256000.0,13.0,13.0
2915,PRV56895,0.61841464,Provider_Insurance_Claim_Reimbursement_Amt,0.9401691,prv_avg_claims_indicator,-0.8781673,HospitalDuration_max,0.73944145,61.841465,145000.0,1.0,22.0
2916,PRV57183,0.0066218004,Provider_Insurance_Claim_Reimbursement_Amt,-1.9256566,DeductibleAmtPaid_sum,-0.6211253,ChronicCond_Heartfailure_mean,-0.5279506,0.66218007,13170.0,200.0,0.4615384615384615
2917,PRV53829,0.0012634716,Provider_Insurance_Claim_Reimbursement_Amt,-2.2089539,prv_avg_claims_indicator,-0.70233524,ChronicCond_Heartfailure_mean,-0.56590724,0.12634715,5910.0,1.0,0.375
2918,PRV56504,0.0055038347,Provider_Insurance_Claim_Reimbursement_Amt,-1.7751379,ChronicCond_Heartfailure_mean,-0.62568355,DeductibleAmtPaid_sum,-0.6123096,0.55038345,17090.0,0.4696969696969697,200.0
2919,PRV51762,0.0032712624,Provider_Insurance_Claim_Reimbursement_Amt,-2.0654092,prv_avg_claims_indicator,-0.6951125,Avg_InscClaimAmtReimbursed_Per_Provider,-0.52085286,0.32712623,3100.0,1.0,5167.857142857143
2920,PRV51601,0.0015478212,Provider_Insurance_Claim_Reimbursement_Amt,-2.3280084,prv_avg_claims_indicator,-0.69326115,DeductibleAmtPaid_sum,-0.5445137,0.15478212,3690.0,1.0,0.0
2921,PRV57436,0.012876366,Provider_Insurance_Claim_Reimbursement_Amt,-1.9061319,DeductibleAmtPaid_sum,-0.6674413,ChronicCond_Heartfailure_mean,-0.51140976,1.2876366,10950.0,160.0,0.4878048780487805
2922,PRV57723,0.0017660375,Provider_Insurance_Claim_Reimbursement_Amt,-2.2843325,DeductibleAmtPaid_sum,-0.5321094,HospitalDuration_max,-0.40634078,0.17660375,2590.0,0.0,
2923,PRV55800,0.0010746784,Provider_Insurance_Claim_Reimbursement_Amt,-2.1253228,prv_avg_claims_indicator,-0.71486276,ChronicCond_Heartfailure_mean,-0.48123652,0.10746784,50.0,1.0,0.0
2924,PRV53140,0.0017286176,Provider_Insurance_Claim_Reimbursement_Amt,-2.1284146,DeductibleAmtPaid_sum,-0.70665807,ChronicCond_Heartfailure_mean,-0.48543647,0.17286175,2180.0,0.0,0.4761904761904761
2925,PRV52419,0.44081783,ChronicCond_Cancer_mean,-0.6925312,ChronicCond_stroke_mean,-0.5088243,prv_avg_claims_indicator,0.45641777,44.081783,0.2767857142857143,0.2321428571428571,3.294117647058824
2926,PRV54909,0.026114034,prv_avg_claims_indicator,-1.0925374,HospitalDuration_max,-0.9141579,ClaimDuration_max,-0.5578447,2.6114035,1.0,16.0,16.0
2927,PRV57730,0.009932202,Provider_Insurance_Claim_Reimbursement_Amt,-2.064554,DeductibleAmtPaid_sum,-0.5728893,Avg_InscClaimAmtReimbursed_Per_Provider,-0.5022342,0.9932202,8720.0,80.0,3081.25
2928,PRV52552,0.036114134,HospitalDuration_max,-1.1156725,prv_avg_claims_indicator,-1.0204268,ClaimDuration_max,-0.39312872,3.6114135,11.0,1.0185185185185186,20.0
2929,PRV52039,0.0025620149,Provider_Insurance_Claim_Reimbursement_Amt,-1.8855556,DeductibleAmtPaid_sum,-0.58531594,Avg_InscClaimAmtReimbursed_Per_Provider,-0.42301947,0.25620148,10170.0,0.0,4161.4
2930,PRV56007,0.9786082,Provider_Insurance_Claim_Reimbursement_Amt,2.2697473,HospitalDuration_max,0.6563659,Avg_InscClaimAmtReimbursed_Per_Provider,0.25369442,97.86082,836930.0,26.0,20236.04938271605
2931,PRV57266,0.006053303,Provider_Insurance_Claim_Reimbursement_Amt,-1.9993117,Avg_InscClaimAmtReimbursed_Per_Provider,-0.51611507,DeductibleAmtPaid_sum,-0.50663286,0.6053303,9860.0,2804.1176470588234,60.0
2932,PRV57364,0.006736277,HospitalDuration_max,-1.0769445,Provider_Insurance_Claim_Reimbursement_Amt,-1.0517936,HospitalDuration_std,-0.5170025,0.67362773,6.0,42650.0,1.1547005383792526
2933,PRV53370,0.0015979277,Provider_Insurance_Claim_Reimbursement_Amt,-2.3120062,DeductibleAmtPaid_sum,-0.6431958,ClaimDuration_max,-0.3565713,0.15979277,1070.0,0.0,4.0
2934,PRV53524,0.0015481072,Provider_Insurance_Claim_Reimbursement_Amt,-1.9660722,DeductibleAmtPaid_sum,-0.7264222,ChronicCond_Heartfailure_mean,-0.5774846,0.15481073,10110.0,120.0,0.5192307692307693
2935,PRV52491,0.00510319,Provider_Insurance_Claim_Reimbursement_Amt,-1.870798,DeductibleAmtPaid_sum,-0.57729435,Avg_InscClaimAmtReimbursed_Per_Provider,-0.48902643,0.510319,16580.0,100.0,4237.460317460317
2936,PRV52813,0.102693774,HospitalDuration_max,-0.95588654,ClaimDuration_max,-0.71545345,prv_avg_claims_indicator,-0.45658094,10.269378,11.0,11.0,1.1333333333333333
2937,PRV52335,0.11311207,prv_avg_claims_indicator,1.3562258,HospitalDuration_max,-0.76996624,HospitalDuration_std,-0.5970071,11.311207,2.781609195402299,7.0,2.1213203435596424
2938,PRV56930,0.0058676074,Provider_Insurance_Claim_Reimbursement_Amt,-2.1178446,Avg_InscClaimAmtReimbursed_Per_Provider,-0.47956586,DeductibleAmtPaid_sum,-0.4435015,0.58676076,6680.0,1335.0,0.0
2939,PRV53402,0.0031549316,Provider_Insurance_Claim_Reimbursement_Amt,-2.3987134,DeductibleAmtPaid_sum,-0.6460746,perc_allocated_used,-0.37589476,0.31549317,7230.0,0.0,0.9844265052135892
2940,PRV53021,0.96424705,Provider_Insurance_Claim_Reimbursement_Amt,1.0814129,HospitalDuration_max,0.65676,Avg_InscClaimAmtReimbursed_Per_Provider,0.28753144,96.424706,216950.0,24.0,16413.928571428572
2941,PRV56980,0.002300491,Provider_Insurance_Claim_Reimbursement_Amt,-2.2341719,prv_avg_claims_indicator,-0.7081303,DeductibleAmtPaid_sum,-0.5207635,0.2300491,3070.0,1.0,0.0
2942,PRV56928,0.0043956386,Provider_Insurance_Claim_Reimbursement_Amt,-2.423529,DeductibleAmtPaid_sum,-0.5228721,ClaimDuration_max,-0.3261072,0.43956387,6530.0,110.0,14.0
2943,PRV57630,0.20854332,Provider_Insurance_Claim_Reimbursement_Amt,-1.1535574,HospitalDuration_max,0.85534465,prv_avg_claims_indicator,-0.72198206,20.854332,52000.0,35.0,1.0
2944,PRV54353,0.0070026717,Provider_Insurance_Claim_Reimbursement_Amt,-2.407068,prv_avg_claims_indicator,-0.62305975,DeductibleAmtPaid_sum,-0.5626924,0.7002672,6620.0,1.032258064516129,250.0
2945,PRV54155,0.03514394,Provider_Insurance_Claim_Reimbursement_Amt,-1.7276708,HospitalDuration_max,-0.8743442,IPAnnualReimbursementAmt_max,0.27537334,3.5143943,24440.0,3.0,13150.0
2946,PRV52879,0.017620098,Provider_Insurance_Claim_Reimbursement_Amt,-1.7441365,DeductibleAmtPaid_sum,-0.8413847,HospitalDuration_max,-0.28667793,1.7620097,26880.0,370.0,
